loop_count, encoder_angle_motor, encoder_angle_motor, angle, motor0.target_PWN[0], motor0.target_PWN[1], motor0.target_PWN[2]
00842, 4.421, 4.659, 5.608, 0.890, 0.576, 0.034
00843, 4.419, 4.646, 5.592, 0.885, 0.583, 0.031
00844, 4.419, 4.637, 5.576, 0.880, 0.591, 0.029
00845, 4.417, 4.621, 5.561, 0.875, 0.599, 0.026
00846, 4.416, 4.604, 5.545, 0.870, 0.607, 0.024
00847, 4.416, 4.608, 5.529, 0.864, 0.614, 0.021
00848, 4.415, 4.595, 5.513, 0.859, 0.622, 0.019
00849, 4.412, 4.570, 5.498, 0.854, 0.629, 0.017
00850, 4.394, 4.363, 5.482, 0.848, 0.637, 0.015
00851, 4.378, 4.190, 5.466, 0.842, 0.645, 0.013
00852, 4.381, 4.224, 5.451, 0.837, 0.652, 0.011
00853, 4.383, 4.245, 5.435, 0.831, 0.659, 0.010
00854, 4.381, 4.224, 5.419, 0.825, 0.667, 0.008
00855, 4.380, 4.216, 5.404, 0.819, 0.674, 0.007
00856, 4.380, 4.216, 5.388, 0.813, 0.682, 0.006
00857, 4.380, 4.211, 5.372, 0.806, 0.689, 0.005
00858, 4.378, 4.194, 5.356, 0.800, 0.696, 0.004
00859, 4.378, 4.190, 5.341, 0.794, 0.703, 0.003
00860, 4.379, 4.199, 5.325, 0.788, 0.711, 0.002
00861, 4.378, 4.194, 5.309, 0.781, 0.718, 0.001
00862, 4.379, 4.199, 5.294, 0.775, 0.725, 0.001
00863, 4.377, 4.182, 5.278, 0.768, 0.732, 0.000
00864, 4.378, 4.194, 5.262, 0.761, 0.739, 0.000
00865, 3.587, 1.768, 5.246, 0.755, 0.745, 0.000
00866, 4.377, 4.182, 5.231, 0.748, 0.752, 0.000
00867, 4.376, 4.165, 5.215, 0.741, 0.759, 0.000
00868, 4.373, 4.131, 5.199, 0.734, 0.766, 0.000
00869, 4.374, 4.148, 5.184, 0.727, 0.772, 0.001
00870, 4.374, 4.144, 5.168, 0.720, 0.779, 0.001
00871, 4.373, 4.135, 5.152, 0.713, 0.785, 0.002
00872, 4.374, 4.148, 5.136, 0.706, 0.792, 0.002
00873, 4.374, 4.144, 5.121, 0.699, 0.798, 0.003
00874, 4.374, 4.148, 5.105, 0.691, 0.804, 0.004
00875, 4.372, 4.123, 5.089, 0.684, 0.811, 0.005
00876, 4.371, 4.118, 5.074, 0.677, 0.817, 0.007
00877, 4.371, 4.118, 5.058, 0.669, 0.823, 0.008
00878, 4.371, 4.118, 5.042, 0.662, 0.829, 0.009
00879, 4.371, 4.110, 5.027, 0.655, 0.835, 0.011
00880, 4.370, 4.106, 5.011, 0.647, 0.840, 0.013
00881, 4.332, 3.688, 4.995, 0.639, 0.846, 0.014
00882, 4.368, 4.080, 4.979, 0.632, 0.852, 0.016
00883, 4.343, 3.802, 4.964, 0.624, 0.857, 0.018
00884, 4.332, 3.684, 4.948, 0.617, 0.863, 0.021
00885, 4.344, 3.815, 4.932, 0.609, 0.868, 0.023
00886, 4.339, 3.764, 4.917, 0.601, 0.873, 0.025
00887, 4.338, 3.747, 4.901, 0.594, 0.878, 0.028
00888, 4.338, 3.747, 4.885, 0.586, 0.884, 0.030
00889, 4.335, 3.722, 4.869, 0.578, 0.889, 0.033
00890, 4.336, 3.730, 4.854, 0.570, 0.893, 0.036
00891, 4.336, 3.726, 4.838, 0.563, 0.898, 0.039
00892, 4.335, 3.713, 4.822, 0.555, 0.903, 0.042
00893, 4.333, 3.696, 4.807, 0.547, 0.908, 0.045
00894, 4.333, 3.696, 4.791, 0.539, 0.912, 0.049
00895, 4.332, 3.688, 4.775, 0.531, 0.916, 0.052
00896, 4.330, 3.663, 4.760, 0.524, 0.921, 0.056
00897, 4.330, 3.667, 4.744, 0.516, 0.925, 0.059
00898, 4.329, 3.654, 4.728, 0.508, 0.929, 0.063
00899, 4.328, 3.637, 4.712, 0.500, 0.933, 0.067
00900, 4.327, 3.633, 4.697, 0.492, 0.937, 0.071
00901, 4.326, 3.621, 4.681, 0.484, 0.941, 0.075
00902, 4.327, 3.625, 4.665, 0.476, 0.944, 0.079
00903, 4.325, 3.612, 4.650, 0.469, 0.948, 0.084
00904, 4.324, 3.591, 4.634, 0.461, 0.951, 0.088
00905, 4.323, 3.587, 4.618, 0.453, 0.955, 0.092
00906, 4.322, 3.574, 4.602, 0.445, 0.958, 0.097
00907, 4.322, 3.574, 4.587, 0.437, 0.961, 0.102
00908, 4.320, 3.557, 4.571, 0.430, 0.964, 0.107
00909, 4.320, 3.553, 4.555, 0.422, 0.967, 0.111
00910, 4.318, 3.532, 4.540, 0.414, 0.970, 0.116
00911, 4.318, 3.528, 4.524, 0.406, 0.972, 0.122
00912, 4.315, 3.502, 4.508, 0.399, 0.975, 0.127
00913, 4.313, 3.477, 4.492, 0.391, 0.977, 0.132
00914, 4.310, 3.448, 4.477, 0.383, 0.979, 0.137
00915, 4.309, 3.435, 4.461, 0.376, 0.982, 0.143
00916, 4.307, 3.414, 4.445, 0.368, 0.984, 0.148
00917, 4.307, 3.410, 4.430, 0.361, 0.986, 0.154
00918, 4.306, 3.393, 4.414, 0.353, 0.987, 0.160
00919, 4.303, 3.367, 4.398, 0.345, 0.989, 0.165
00920, 4.301, 3.342, 4.383, 0.338, 0.991, 0.171
00921, 4.298, 3.312, 4.367, 0.331, 0.992, 0.177
00922, 4.297, 3.300, 4.351, 0.323, 0.993, 0.183
00923, 4.296, 3.291, 4.335, 0.316, 0.995, 0.189
00924, 4.295, 3.275, 4.320, 0.309, 0.996, 0.196
00925, 4.294, 3.266, 4.304, 0.301, 0.997, 0.202
00926, 4.291, 3.232, 4.288, 0.294, 0.998, 0.208
00927, 4.289, 3.215, 4.273, 0.287, 0.998, 0.215
00928, 4.286, 3.182, 4.257, 0.280, 0.999, 0.221
00929, 4.286, 3.182, 4.241, 0.273, 0.999, 0.228
00930, 4.286, 3.173, 4.225, 0.266, 1.000, 0.234
00931, 4.282, 3.139, 4.210, 0.259, 1.000, 0.241
00932, 4.281, 3.123, 4.194, 0.252, 1.000, 0.248
00933, 4.281, 3.123, 4.178, 0.245, 1.000, 0.255
00934, 4.278, 3.085, 4.163, 0.239, 1.000, 0.261
00935, 4.276, 3.064, 4.147, 0.232, 1.000, 0.268
00936, 4.274, 3.051, 4.131, 0.225, 0.999, 0.275
00937, 4.273, 3.034, 4.115, 0.219, 0.999, 0.282
00938, 4.271, 3.013, 4.100, 0.212, 0.998, 0.289
00939, 4.269, 2.988, 4.084, 0.206, 0.997, 0.297
00940, 4.269, 2.988, 4.068, 0.200, 0.996, 0.304
00941, 4.268, 2.975, 4.053, 0.194, 0.995, 0.311
00942, 4.265, 2.945, 4.037, 0.187, 0.994, 0.318
00943, 4.264, 2.941, 4.021, 0.181, 0.993, 0.326
00944, 4.263, 2.924, 4.006, 0.175, 0.992, 0.333
00945, 4.261, 2.903, 3.990, 0.169, 0.990, 0.341
00946, 4.261, 2.899, 3.974, 0.163, 0.989, 0.348
00947, 1.048, 5.254, 3.958, 0.158, 0.987, 0.355
00948, 3.473, 0.519, 3.943, 0.152, 0.985, 0.363
00949, 4.265, 2.945, 3.927, 0.146, 0.983, 0.371
00950, 4.254, 2.823, 3.911, 0.141, 0.981, 0.378
00951, 4.252, 2.802, 3.896, 0.136, 0.979, 0.386
00952, 4.250, 2.781, 3.880, 0.130, 0.976, 0.393
00953, 4.249, 2.772, 3.864, 0.125, 0.974, 0.401
00954, 4.247, 2.747, 3.848, 0.120, 0.971, 0.409
00955, 4.247, 2.747, 3.833, 0.115, 0.969, 0.417
00956, 4.244, 2.713, 3.817, 0.110, 0.966, 0.424
00957, 4.241, 2.684, 3.801, 0.105, 0.963, 0.432
00958, 4.239, 2.658, 3.786, 0.100, 0.960, 0.440
00959, 4.240, 2.667, 3.770, 0.095, 0.957, 0.448
00960, 4.238, 2.654, 3.754, 0.091, 0.954, 0.456
00961, 4.237, 2.642, 3.738, 0.086, 0.950, 0.463
00962, 4.236, 2.625, 3.723, 0.082, 0.947, 0.471
00963, 4.235, 2.620, 3.707, 0.078, 0.943, 0.479
00964, 4.235, 2.612, 3.691, 0.074, 0.939, 0.487
00965, 4.233, 2.599, 3.676, 0.070, 0.936, 0.495
00966, 4.233, 2.595, 3.660, 0.066, 0.932, 0.503
00967, 4.236, 2.625, 3.644, 0.062, 0.928, 0.510
00968, 4.230, 2.557, 3.629, 0.058, 0.924, 0.518
00969, 4.230, 2.557, 3.613, 0.054, 0.919, 0.526
00970, 4.228, 2.540, 3.597, 0.051, 0.915, 0.534
00971, 1.200, 0.637, 3.581, 0.048, 0.911, 0.542
00972, 4.227, 2.528, 3.566, 0.044, 0.906, 0.550
00973, 4.226, 2.519, 3.550, 0.041, 0.901, 0.557
00974, 4.225, 2.511, 3.534, 0.038, 0.897, 0.565
00975, 4.223, 2.485, 3.519, 0.035, 0.892, 0.573
00976, 4.223, 2.490, 3.503, 0.032, 0.887, 0.581
00977, 4.222, 2.477, 3.487, 0.030, 0.882, 0.589
00978, 4.222, 2.477, 3.471, 0.027, 0.877, 0.596
00979, 4.221, 2.464, 3.456, 0.024, 0.872, 0.604
00980, 4.219, 2.443, 3.440, 0.022, 0.866, 0.612
00981, 4.220, 2.447, 3.424, 0.020, 0.861, 0.619
00982, 4.219, 2.439, 3.409, 0.018, 0.855, 0.627
00983, 4.217, 2.418, 3.393, 0.016, 0.850, 0.634
00984, 4.199, 2.224, 3.377, 0.014, 0.844, 0.642
00985, 4.187, 2.089, 3.361, 0.012, 0.838, 0.650
00986, 5.563, 4.667, 3.346, 0.010, 0.833, 0.657
00987, 4.192, 2.148, 3.330, 0.009, 0.827, 0.664
00988, 4.192, 2.144, 3.314, 0.007, 0.821, 0.672
00989, 4.193, 2.156, 3.299, 0.006, 0.815, 0.679
00990, 4.192, 2.139, 3.283, 0.005, 0.809, 0.686
00991, 4.191, 2.135, 3.267, 0.004, 0.802, 0.694
00992, 4.192, 2.139, 3.252, 0.003, 0.796, 0.701
00993, 4.191, 2.135, 3.236, 0.002, 0.790, 0.708
00994, 4.192, 2.139, 3.220, 0.002, 0.783, 0.715
00995, 4.190, 2.118, 3.204, 0.001, 0.777, 0.722
00996, 4.192, 2.139, 3.189, 0.001, 0.770, 0.729
00997, 4.189, 2.114, 3.173, 0.000, 0.763, 0.736
00998, 4.188, 2.101, 3.157, 0.000, 0.757, 0.743
00999, 4.191, 2.131, 3.142, 0.000, 0.750, 0.750
