 8170049,   325, 16015,   206,  2288,   203
 8180050,   320, 15986,   199,  2272,   199
 8190049,   315, 15955,   192,  2255,   195
 8200050,   310, 15933,   187,  2241,   191
 8210048,   305, 15913,   182,  2228,   188
 8220048,   300, 15899,   178,  2209,   184
 8230049,   295, 15866,   170,  2190,   179
 8240047,   290, 15838,   164,  2168,   174
 8250048,   285, 15816,   158,  2143,   168
 8260047,   280, 15794,   153,  2119,   162
 8270049,   275, 15776,   149,  2102,   158
 8280050,   270, 15755,   144,  2087,   154
 8290050,   265, 15731,   138,  2066,   149
 8300050,   260, 15719,   135,  2038,   142
 8310050,   255, 15706,   132,  2008,   135
 8320049,   250, 15691,   128,  1983,   129
 8330049,   245, 15673,   124,  1957,   123
 8340049,   240, 15654,   119,  1922,   114
 8350049,   235, 15633,   114,  1885,   105
 8360048,   230, 15619,   111,  1850,    97
 8370048,   225, 15600,   106,  1829,    92
 8380048,   220, 15582,   102,  1815,    88
 8390048,   215, 15567,    98,  1794,    83
 8400048,   210, 15554,    95,  1771,    78
 8410049,   205, 15536,    91,  1756,    74
 8420050,   200, 15509,    84,  1741,    70
 8430048,   195, 15488,    79,  1727,    67
 8440049,   190, 15474,    76,  1710,    63
 8450050,   185, 15460,    72,  1694,    59
 8460048,   180, 15444,    68,  1675,    54
 8470049,   175, 15424,    64,  1656,    50
 8480050,   170, 15401,    58,  1637,    45
 8490048,   165, 15371,    51,  1620,    41
 8500049,   160, 15347,    45,  1602,    37
 8510048,   155, 15328,    40,  1587,    33
 8520049,   150, 15311,    36,  1571,    29
 8530049,   145, 15287,    30,  1556,    26
 8540048,   140, 15260,    24,  1536,    21
 8550048,   135, 15232,    17,  1522,    17
 8560048,   130, 15217,    14,  1506,    14
 8570047,   125, 15201,    10,  1490,    10
 8580050,   120, 15176,     4,  1474,     6
 8590050,   115, 15144,   356,  1454,     1
 8600050,   110, 15112,   348,  1429,   355
 8610049,   105, 15087,   342,  1406,   349
 8620049,   100, 15071,   338,  1383,   344
 8630048,    95, 15053,   334,  1363,   339
 8640048,    90, 15034,   329,  1350,   336
 8650048,    85, 15013,   324,  1324,   330
 8660049,    80, 15002,   322,  1296,   323
 8670048,    75, 14988,   318,  1259,   314
 8680049,    70, 14975,   315,  1232,   307
 8690047,    65, 14956,   310,  1201,   300
 8700049,    60, 14936,   306,  1169,   292
 8710050,    55, 14917,   301,  1144,   286
 8720049,    50, 14897,   296,  1120,   280
 8730050,    45, 14876,   291,  1100,   275
 8740049,    40, 14854,   286,  1081,   271
 8750047,    35, 14838,   282,  1058,   265
 8760049,    30, 14824,   279,  1040,   261
 8770050,    25, 14800,   273,  1027,   258
 8780050,    20, 14777,   267,  1018,   256
 8790050,    15, 14759,   263,  1002,   252
 8800050,    10, 14748,   260,   987,   248
 8810047,     5, 14735,   257,   969,   244
 8820050,     0, 14717,   253,   947,   238
 8830050,   355, 14699,   248,   929,   234
 8840047,   350, 14671,   242,   910,   230
 8850047,   345, 14640,   234,   897,   226
 8860047,   340, 14616,   228,   879,   222
 8870047,   335, 14602,   225,   863,   218
 8880047,   330, 14591,   222,   849,   215
 8890047,   325, 14569,   217,   829,   210
 8900049,   320, 14538,   209,   811,   206
 8910050,   315, 14515,   204,   790,   201
 8920049,   310, 14490,   198,   778,   198
 8930048,   305, 14468,   192,   762,   194
 8940049,   300, 14443,   186,   747,   190
 8950047,   295, 14415,   180,   729,   186
 8960048,   290, 14385,   172,   704,   180
 8970050,   285, 14362,   167,   675,   173
 8980048,   280, 14354,   165,   649,   166
 8990050,   275, 14332,   160,   630,   162
 9000048,   270, 14314,   155,   610,   157
 9010047,   265, 14294,   150,   580,   150
 9020050,   260, 14278,   147,   545,   141
 9030050,   255, 14265,   143,   516,   134
 9040050,   250, 14251,   140,   496,   129
 9050049,   245, 14231,   135,   476,   125
 9060049,   240, 14210,   130,   445,   117
 9070049,   235, 14181,   123,   418,   111
 9080049,   230, 14154,   117,   388,   103
 9090048,   225, 14133,   111,   369,    99
 9100048,   220, 14122,   109,   355,    95
 9110048,   215, 14102,   104,   335,    90
 9120048,   210, 14083,    99,   319,    87
 9130047,   205, 14064,    95,   306,    83
 9140048,   200, 14045,    90,   293,    80
 9150050,   195, 14028,    86,   281,    77
 9160048,   190, 14012,    82,   266,    74
 9170049,   185, 14001,    80,   248,    69
 9180050,   180, 13983,    75,   228,    65
 9190048,   175, 13961,    70,   210,    60
 9200050,   170, 13936,    64,   189,    55
 9210048,   165, 13912,    58,   176,    52
 9220049,   160, 13892,    53,   155,    47
 9230047,   155, 13876,    49,   139,    43
 9240049,   150, 13862,    46,   123,    39
 9250049,   145, 13834,    39,   105,    35
 9260048,   140, 13805,    32,    86,    30
 9270048,   135, 13780,    26,    66,    25
 9280047,   130, 13751,    19,    49,    21
 9290047,   125, 13733,    15,    35,    18
 9300050,   120, 13707,     8,    22,    15
 9310050,   115, 13683,     3, 16380,    10
 9320049,   110, 13648,   354, 16357,     4
 9330049,   105, 13635,   351, 16324,   356
 9340048,   100, 13620,   347, 16298,   350
 9350048,    95, 13602,   343, 16274,   344
 9360048,    90, 13581,   338, 16252,   339
 9370047,    85, 13558,   332, 16222,   332
 9380049,    80, 13536,   327, 16202,   327
 9390048,    75, 13518,   323, 16177,   321
